"Title","ID","Owner","Created Date","Updated Date","Nombre Participante","ID. Participante","Código ficha","Título de la iniciativa","Entidad promotora","Información de Contacto","Año Desde","Año Hasta","IMPLEMENTADA","ORIGEN (EM o INST)","PROVINCIA IMPULSORA","PROVINCIAS APLICACIÓN","T.I: 1-SERVICIOS","T.I. 2-PROCESOS","T.I. 3-GESTION PERSONAS","T.I. 4-PARTICIPACIÓN","T.I. 5-ORGANIZATIVA","T.I. 6-CAMBIO CULTURAL","T.I. 7-TECNOLÓGICA","T.I. 8-TRANSPARENCIA","T.I. 9-COLABORACIÓN","T.I. 10-GEST.CON","T.I. 11-BIENESTAR","T.I. 12-IGUALDAD GEN","T.I. 13-SENSIB.CUIDAD.","T.I. 14-NORMATIVO","A.A. 1-TURISMO","A.A. 2-JUSTICIA","A.A. 3-ADMON PUB.","A.A. 4-INTERIOR","A.A. 5-EMPLEO","A.A. 6-HACIENDA","A.A. 7-IND.ENERG","A.A. 8-EDUCACIÓN","A.A. 9-DEPORTE","A.A. 10-AGRIC-GAN-PESC","A.A. 11-M.AMBIENTE","A.A. 12-ECON.EMP.","A.A. 13-CON-UNIV","A.A. 14-SALUD","A.A. 15-POLIT.SOC.","A.A. 16-MEDIO RURAL","A.A. 17-MOVILIDAD","A.A. 18-CULTURA","A.A. 19-FOMENTO","Ayuntamientos","Diputaciones","Lista_fichas_mapeo (Código ficha)","Lista_fichas_mapeo (All)","Lista_fichas_mapeo (All)"
,"0abd545c-838b-4664-af6f-2963391cec74","4cae7c50-911e-4ce3-af40-51b09400bae8",2019-04-05T18:50:21Z,2019-04-05T18:50:21Z,"Gregoria Montoya",11,"11.8","CESEA: Centro de Evaluación y Seguimiento Energético de Andalucía","Consejería de Hacienda, Industria y Energía. Agencia de la Energía","N/D",2007,"ACTUALIDAD",true,"INST","Andalucía","Andalucía",true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"/ficha-mapeo/11.8","/lista-ficha-mapeo/","/lista-ficha-mapeo-2/"
,"3a218dd5-4ad0-4a5f-ad87-f608a0bc4144","4cae7c50-911e-4ce3-af40-51b09400bae8",2019-04-05T18:50:21Z,2019-04-05T18:50:21Z,"Gregoria Montoya",11,"11.9","Consumo responde: Portal de diálogo entre los consumidores, empresas, asociaciones y entidades locales.","Consejería de Salud y Familias. Dirección General de Consumo","Dirección General de Consumo en colaboración con las asociaciones de consumidores Al-Andalus, FACUA y UCE-A",2011,"ACTUALIDAD",true,"INST","Andalucía","Andalucía",true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,"/ficha-mapeo/11.9","/lista-ficha-mapeo/","/lista-ficha-mapeo-2/"
,"28eb7eff-2d63-4f66-a014-e20e6a6117a7","4cae7c50-911e-4ce3-af40-51b09400bae8",2019-04-05T18:50:21Z,2019-04-05T18:50:21Z,"Francisco Muñoz",12,"12.1","TAU (Gestión Integral de departamentos de Informática)","Consejería de Medio Ambiente - Delegación de Huelva","Francisco Javier Garrido Freire. Sv. de Informática. Consejería de Igualdad y Políticas Sociales; Eduardo Antón Santa-María; proyectotau@users.sourceforge.net; ProyectoTAU2@gmail.com",2006,"ACTUALIDAD",true,"EM","Huelva","ANDALUCIA",false,false,true,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"/ficha-mapeo/12.1","/lista-ficha-mapeo/","/lista-ficha-mapeo-2/"
,"ddcca3c6-10f3-4e1a-a81f-8534fe82d055","4cae7c50-911e-4ce3-af40-51b09400bae8",2019-04-05T18:50:21Z,2019-04-05T18:50:21Z,"Francisco Muñoz",12,"12.10","MINERVA","Consejería de Empleo, Empresa y Comercio y Vodafone, ...","Directora: García Catalina; Coordinador de Proyectos: Salvador Romero; Responsable de comunicación: Carla García",2012,"ACTUALIDAD",true,"INST","ANDALUCIA","ANDALUCIA",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,"/ficha-mapeo/12.10","/lista-ficha-mapeo/","/lista-ficha-mapeo-2/"
,"15cd56c4-8592-45bc-b85d-39606c25899b","4cae7c50-911e-4ce3-af40-51b09400bae8",2019-04-05T18:50:21Z,2019-04-05T18:50:21Z,"Francisco Muñoz",12,"12.11","ESTRATEGIA ANDALUZA DE BIOECONOMIA CIRCULAR","Consejería de Agricultura, Pesca y Desarrollo Rural ","N/D",2016,"ACTUALIDAD",true,"INST","ANDALUCIA","ANDALUCIA",true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,true,false,false,false,false,false,"/ficha-mapeo/12.11","/lista-ficha-mapeo/","/lista-ficha-mapeo-2/"
,"6b84c707-c730-49ce-aa81-9efe9c8d21cd","4cae7c50-911e-4ce3-af40-51b09400bae8",2019-04-05T18:50:21Z,2019-04-05T18:50:21Z,"Francisco Muñoz",12,"12.12","RED DE MUJERES RURALES Y URBANAS (RMRU)","Consejería de Agricultura y Pesca","red.mujeres.rurales.urbanas@gmail.com",2011,"ACTUALIDAD",true,"INST","ANDALUCIA","ANDALUCIA",true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,"/ficha-mapeo/12.12","/lista-ficha-mapeo/","/lista-ficha-mapeo-2/"
,"d6ec4b76-a6ce-4d1d-9928-b7fdab401b60","4cae7c50-911e-4ce3-af40-51b09400bae8",2019-04-05T18:50:21Z,2019-04-05T18:50:21Z,"Francisco Muñoz",12,"12.2","TALLER DE VEHICULOS OFICIALES MULTIDELEGACION (CORDOBA)","D.T de Fomento y Vivienda en Córdoba","Manuel López Zamorano. Asesor Técnico Sv. Carreteras. D.T. Fomento y Vivienda en Córdoba. ",2013,"ACTUALIDAD",true,"EM","Córdoba","Córdoba",false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"/ficha-mapeo/12.2","/lista-ficha-mapeo/","/lista-ficha-mapeo-2/"
,"bbbbf901-3eaf-4421-bfe0-d56eaa5749bb","4cae7c50-911e-4ce3-af40-51b09400bae8",2019-04-05T18:50:21Z,2019-04-05T18:50:21Z,"Francisco Muñoz",12,"12.3","WIKI DT Empleo y Enonomía de Málaga","Consejerías de Empleo y de Conocimiento ","Francisco José Alcázar Martín (Jefe Dep. Informática)",2006,"ACTUALIDAD",true,"EM","Málaga","Málaga",false,true,false,false,true,true,true,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"/ficha-mapeo/12.3","/lista-ficha-mapeo/","/lista-ficha-mapeo-2/"
,"05d94e71-8394-4bd1-915a-7379f1e90075","4cae7c50-911e-4ce3-af40-51b09400bae8",2019-04-05T18:50:21Z,2019-04-05T18:50:21Z,"Francisco Muñoz",12,"12.4","HERRAMIENTA VERIFICACION LINEAS DE COMUNICACION","Delegación de Medio Ambiente y Ordenación del Territorio de Málaga","Felipe Muñoz Brieva.",2018,"ACTUALIDAD",true,"EM","Málaga","Málaga",false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"/ficha-mapeo/12.4","/lista-ficha-mapeo/","/lista-ficha-mapeo-2/"
,"255cccc4-0e35-4318-b497-bee05b273627","4cae7c50-911e-4ce3-af40-51b09400bae8",2019-04-05T18:50:21Z,2019-04-05T18:50:21Z,"Francisco Muñoz",12,"12.5","REPOSITORIO SOWTWARE LIBRE JUNTA DE ANDALUCIA","Consejería de Innovación, Ciencia y Empresa","N/D",2005,"ACTUALIDAD",true,"INST","ANDALUCIA","ANDALUCIA",true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"/ficha-mapeo/12.5","/lista-ficha-mapeo/","/lista-ficha-mapeo-2/"
,"5f7e261c-47c0-479c-8d1e-ce036a429c10","4cae7c50-911e-4ce3-af40-51b09400bae8",2019-04-05T18:50:21Z,2019-04-05T18:50:21Z,"Francisco Muñoz",12,"12.6","POR UN MILLON DE PASOS (PUMP) ","Consejería de Salud","Rosario Rodríguez Martínez (porunmillondepasos.csalud@juntadeandalucia.es) ",2008,"ACTUALIDAD",true,"INST","ANDALUCIA","ANDALUCIA",true,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,"/ficha-mapeo/12.6","/lista-ficha-mapeo/","/lista-ficha-mapeo-2/"
,"0abb4c35-02d4-48e8-9577-2deb0321cef2","4cae7c50-911e-4ce3-af40-51b09400bae8",2019-04-05T18:50:21Z,2019-04-05T18:50:21Z,"Francisco Muñoz",12,"12.7","SAC (Servicio de Atención al Ciudadano)","Consejería de Empleo y Desarrollo Tecnológico","Teléfono 955 063 910; email:  buzonweb.sac.ceec@juntadeandalucia.es",2004,"ACTUALIDAD",true,"INST","ANDALUCIA","ANDALUCIA",true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"/ficha-mapeo/12.7","/lista-ficha-mapeo/","/lista-ficha-mapeo-2/"
,"4b3bfe1e-db7c-49dd-95eb-f683e4d0f93b","4cae7c50-911e-4ce3-af40-51b09400bae8",2019-04-05T18:50:21Z,2019-04-05T18:50:21Z,"Francisco Muñoz",12,"12.8","PiCuida","Servicio Andaluz de Salud","Serafín Fernández Salazar",2015,"ACTUALIDAD",true,"INST","ANDALUCIA","ANDALUCIA",true,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,"/ficha-mapeo/12.8","/lista-ficha-mapeo/","/lista-ficha-mapeo-2/"
,"72bce865-2f2e-41c4-9f2e-3515ab683920","4cae7c50-911e-4ce3-af40-51b09400bae8",2019-04-05T18:50:21Z,2019-04-05T18:50:21Z,"Francisco Muñoz",12,"12.9","BANCO DE PROYECTOS EMPRESARIALES PARA EMPRENDER","Consejería de Empleo, Empresa (Andalucia Emprende)","Jorge Lozano, info@andaluciaemprende.es",2017,"ACTUALIDAD",true,"INST","ANDALUCIA","ANDALUCIA",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,"/ficha-mapeo/12.9","/lista-ficha-mapeo/","/lista-ficha-mapeo-2/"
,"2d00e293-ac09-4ac1-879b-14fb431d9570","4cae7c50-911e-4ce3-af40-51b09400bae8",2019-04-05T18:50:21Z,2019-04-05T18:50:21Z,"MARÍA PÉREZ",13,"13.1","BigData en nuestras estadísticas predictivas","Consejería de Agricultura, Ganadería, Pesca y Desarrollo Sostenible. Secretaría General de Agricultura, Ganadería y Alimentación","Pilar Garrido/Juan Bascón",2017,"ACTUALIDAD",true,"EM","ANDALUCIA","ANDALUCIA",true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,"/ficha-mapeo/13.1","/lista-ficha-mapeo/","/lista-ficha-mapeo-2/"
,"f3b3bba7-caed-41e1-a59a-690ed67fd293","4cae7c50-911e-4ce3-af40-51b09400bae8",2019-04-05T18:50:21Z,2019-04-05T18:50:21Z,"MARÍA PÉREZ",13,"13.2","GEOPORTAL, Toda La Información Geográfica De Tu Comunidad A Solo Un Clic!","Consejería de Agricultura, Ganadería, Pesca y Desarrollo Sostenible. Secretaría General de Agricultura, Ganadería y Alimentación","Servicio de estudios y estadísticas, servicio de Informática, Pilar Garrido, Juan Bascón y Servicio de Informática",2018,"ACTUALIDAD",true,"EM","ANDALUCIA","ANDALUCIA",true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,"/ficha-mapeo/13.2","/lista-ficha-mapeo/","/lista-ficha-mapeo-2/"
,"7911bca9-3b79-49bf-8d26-fa9b1ae4839e","4cae7c50-911e-4ce3-af40-51b09400bae8",2019-04-05T18:50:21Z,2019-04-05T18:50:21Z,"MARÍA PÉREZ",13,"13.3","Cal Patrimonio de la Unesco ( Museo de la Cal)","Consejería de Agricultura, Ganadería, Pesca y Desarrollo Sostenible. Dirección General de Industrias, Innovación y Cadena Agroalimentaria","Servicio de Programas y Desarrollo Rural. María Castillo y Rodrigo Ortiz",2014,"ACTUALIDAD",true,"EM","ANDALUCIA","SEVILLA",true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,"/ficha-mapeo/13.3","/lista-ficha-mapeo/","/lista-ficha-mapeo-2/"
,"09a4b5e2-6ce9-434c-946c-b51ae9e0f7f2","4cae7c50-911e-4ce3-af40-51b09400bae8",2019-04-05T18:50:21Z,2019-04-05T18:50:21Z,"MARÍA PÉREZ",13,"13.4","Identificación y trazabilidad animal","Consejería de Agricultura, Ganadería , Pesca y Desarrollo sostenible. Dirección General  de Producción Agrícola y Ganadera","Servicio de sanidad animal y Servicio de Producción ganadera. Manuel Fernández Morente y  Rafael Bazán",2013,"ACTUALIDAD",true,"INST","ANDALUCIA","ANDALUCIA",true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,"/ficha-mapeo/13.4","/lista-ficha-mapeo/","/lista-ficha-mapeo-2/"
,"c74735de-a3a3-4779-b642-47928fb098ff","4cae7c50-911e-4ce3-af40-51b09400bae8",2019-04-05T18:50:21Z,2019-04-05T18:50:21Z,"MARÍA PÉREZ",13,"13.5","Adaptación de tubos para toma de muestras en explotaciones ganaderas","Consejería de Agricultura; Ganadería, Pesca y Desarrollo Sostenible. Dirección General de Producción Agrícola y Ganadera","Servicio de Sanidad Animal y Servicio de Producción Ganadera. Manuel Fernández Morente y Rafael Bazán",2013,"ACTUALIDAD",true,"INST","ANDALUCIA","ANDALUCIA",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,"/ficha-mapeo/13.5","/lista-ficha-mapeo/","/lista-ficha-mapeo-2/"
,"18e01e4a-47e2-4ed7-9b43-6008c83b1249","4cae7c50-911e-4ce3-af40-51b09400bae8",2019-04-05T18:50:21Z,2019-04-05T18:50:21Z,"LUCIA QUIROGA",14,"14.1","PROGRAMA DE FORMACIÓN DE ACCESO Y ACOGIDA A LAS NUEVAS PERSONAS FUNCIONARIAS","INSTITUTO ANDALUZ DE ADMINISTRACIÓN PÚBLICA","CARMEN SEISDEDOS",2019,"ACTUALIDAD",true,"INST","ANDALUCIA","ANDALUCIA",false,false,true,false,false,true,false,false,true,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"/ficha-mapeo/14.1","/lista-ficha-mapeo/","/lista-ficha-mapeo-2/"
,"5b30996b-6c33-440c-bb8f-07cc408594c3","4cae7c50-911e-4ce3-af40-51b09400bae8",2019-04-05T18:50:21Z,2019-04-05T18:50:21Z,"LUCIA QUIROGA",14,"14.2","JUNTACAR: UNA NUEVA FORMA DE COMPARTIR MEDIO DE TRANSPORTE ENTRE LAS PERSONAS EMPLEADAS PÚBLICAS","CONSEJERÍA DE PRESIDENCIA, ADMINISTRACIÓN PÚBLICA E INTERIOR, OFICINA PARA LA CALIDAD DE LOS SERVICIOS","CARMEN MOLERO, JAVIER CAMPOS, BEATRIZ BÁEZ, RAFAEL GUTIÉRREZ Y DANIEL MARTÍNEZ (VARIAS DELEGACIONES DE MÁLAGA)",2018,"ACTUALIDAD",false,"EM","MALAGA","MALAGA",false,false,false,false,false,true,false,false,true,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"/ficha-mapeo/14.2","/lista-ficha-mapeo/","/lista-ficha-mapeo-2/"
,"28c18d22-fab1-4897-b2a3-3368d201d105","4cae7c50-911e-4ce3-af40-51b09400bae8",2019-04-05T18:50:21Z,2019-04-05T18:50:21Z,"LUCIA QUIROGA",14,"14.3","TAREAS DE ACTIVIDAD FÍSICA PARA MAYORES: PLATAFORMA MULTIMEDIA COLABORATIVA PARA PROFESIONALES DE LA EDUCACIÓN FÍSICA Y EL DEPORTE ","CONSEJERÍA DE TURISMO Y DEPORTE, INSTITUTO ANDALUZ DEL DEPORTE ","ANTONIO CASIMIRO (UNIVERSIDAD DE ALMERÍA)",2010,"ACTUALIZADO 2018",false,"EM","ALMERIA","ANDALUCIA",true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,true,false,false,false,false,false,false,false,"/ficha-mapeo/14.3","/lista-ficha-mapeo/","/lista-ficha-mapeo-2/"
,"4d0aa15e-c33e-4aed-94aa-e999a503877f","4cae7c50-911e-4ce3-af40-51b09400bae8",2019-04-05T18:50:21Z,2019-04-05T18:50:21Z,"LUCIA QUIROGA",14,"14.4","BAILANDO VOY: TARDES DE ACTIVIDAD FÍSICA PARA PERSONAS CON INSUFICIENCIA CARDIACA","CONSEJERÍA DE TURISMO Y DEPORTE, INSTITUTO ANDALUZ DEL DEPORTE ","SONIA (JEFA DE ENFERMERÍA HOSPITAL CARLOS HAYA DE MÁLAGA) ",2017,"2018",true,"EM","MALAGA","MALAGA",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,"/ficha-mapeo/14.4","/lista-ficha-mapeo/","/lista-ficha-mapeo-2/"
,"8b850178-aee3-4264-8244-19f6618ea1a1","4cae7c50-911e-4ce3-af40-51b09400bae8",2019-04-05T18:50:21Z,2019-04-05T18:50:21Z,"LUCIA QUIROGA",14,"14.5","PREVENCIÓN DE LA VIOLENCIA EN EL DEPORTE: HERRAMIENTAS PARA ERRADICAR LA VIOLENCIA EN EL FÚTBOL BASE","CONSEJERÍA DE TURISMO Y DEPORTE, INSTITUTO ANDALUZ DEL DEPORTE ","MARÍA JOSÉ BENÍTEZ (INSTITUTO DE CRIMINOLOGÍA DE MÁLAGA)
",2017,"ACTUALIDAD",false,"EM","MALAGA","MALAGA",false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,"/ficha-mapeo/14.5","/lista-ficha-mapeo/","/lista-ficha-mapeo-2/"
,"afecc461-6a64-44c4-8640-b485e29cc5d1","4cae7c50-911e-4ce3-af40-51b09400bae8",2019-04-05T18:50:21Z,2019-04-05T18:50:21Z,"Juan Antonio Villar Torres",18,"18.1","GRUSE. Grupos socioeducativos de atención primaria en salud","Distrito Sanitario Málaga. Delegación Salud Málaga","Alicia Maldonado. Coordinadora Promoción de la salud",2011,"ACTUALIDAD",true,"EM","MÁLAGA","ANDALUCÍA",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,"/ficha-mapeo/18.1","/lista-ficha-mapeo/","/lista-ficha-mapeo-2/"
